case_id,cwe,main_file,java_file,func_name,target,old_labeled_lines,case_id,bad_source_lines,bad_sink_lines,fixed_lines
3898,CWE197,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_53a,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_53a,bad,1,[46],3898,46,,
3898,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_53b,,,,3898,,,
3898,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_53c,,,,3898,,,
3898,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_53d,,,,3898,,27,
,,,,,,,,,,
3899,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_75a,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_75a,bad,1,[57],3899,57,,
3899,CWE197,,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_75b,,,,3899,,40,
,,,,,,,,,,
3900,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_short_71a,CWE197_Numeric_Truncation_Error__int_Environment_to_short_71a,bad,1,[32],3900,33,,
3900,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_short_71b,,,,3900,,28,
,,,,,,,,,,
3901,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_74a,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_74a,bad,1,[53],3901,53,,
3901,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_74b,,,,3901,,29,
,,,,,,,,,,
3902,CWE197,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_21,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_21,bad,1,"[62, 41]",3902,62,41,
,,,,,,,,,,
3903,CWE197,CWE197_Numeric_Truncation_Error__short_connect_tcp_51a,CWE197_Numeric_Truncation_Error__short_connect_tcp_51a,bad,1,[51],3903,51,,
3903,CWE197,,CWE197_Numeric_Truncation_Error__short_connect_tcp_51b,,,,3903,,26,
,,,,,,,,,,
3904,CWE197,CWE197_Numeric_Truncation_Error__int_URLConnection_to_short_74a,CWE197_Numeric_Truncation_Error__int_URLConnection_to_short_74a,bad,1,[51],3904,51,,
3904,CWE197,,CWE197_Numeric_Truncation_Error__int_URLConnection_to_short_74b,,,,3904,,29,
,,,,,,,,,,
3905,CWE197,CWE197_Numeric_Truncation_Error__int_URLConnection_to_short_01,CWE197_Numeric_Truncation_Error__int_URLConnection_to_short_01,bad,1,"[50, 99]",3905,50,99,
,,,,,,,,,,
3906,CWE197,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_01,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_01,bad,1,"[99, 50]",3906,50,99,
,,,,,,,,,,
3907,CWE197,CWE197_Numeric_Truncation_Error__short_PropertiesFile_68a,CWE197_Numeric_Truncation_Error__short_PropertiesFile_68a,bad,1,[46],3907,46,,
,,,,,,,,,,
3908,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_short_21,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_short_21,bad,1,"[68, 42]",3908,68,42,
,,,,,,,,,,
3909,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_21,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_21,goodG2B2,0,"[66, 41]",3909,,,191
,,,,,,,,,,
3910,CWE197,CWE197_Numeric_Truncation_Error__short_Property_68a,CWE197_Numeric_Truncation_Error__short_Property_68a,bad,1,[32],3910,33,,
,,,,,,,,,,
3911,CWE197,CWE197_Numeric_Truncation_Error__short_large_67a,CWE197_Numeric_Truncation_Error__short_large_67a,goodG2B,0,[32],3911,,,50
3911,CWE197,,CWE197_Numeric_Truncation_Error__short_large_67b,,,,3911,,,
,,,,,,,,,,
3912,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_16,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_16,bad,1,"[52, 33]",3912,34,52,
,,,,,,,,,,
3913,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_short_53a,CWE197_Numeric_Truncation_Error__int_Environment_to_short_53a,bad,1,[32],3913,33,,
3913,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_short_53b,,,,3913,,,
3913,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_short_53c,,,,3913,,,
3913,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_short_53d,,,,3913,,27,
,,,,,,,,,,
3914,CWE197,CWE197_Numeric_Truncation_Error__int_large_to_byte_16,CWE197_Numeric_Truncation_Error__int_large_to_byte_16,bad,1,"[35, 29]",3914,29,35,
,,,,,,,,,,
3915,CWE197,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_short_73a,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_short_73a,bad,1,[47],3915,47,,
3915,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_short_73b,,,,3915,,29,
,,,,,,,,,,
3916,CWE197,CWE197_Numeric_Truncation_Error__short_Environment_22a,CWE197_Numeric_Truncation_Error__short_Environment_22a,bad,1,[35],3916,,35,
3916,CWE197,,CWE197_Numeric_Truncation_Error__short_Environment_22b,,,,3916,34,,
,,,,,,,,,,
3917,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_22a,CWE197_Numeric_Truncation_Error__short_listen_tcp_22a,bad,1,[35],3917,,35,
3917,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_22b,,,,3917,51,,
,,,,,,,,,,
3918,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_short_61a,CWE197_Numeric_Truncation_Error__int_database_to_short_61a,bad,1,[28],3918,,28,
3918,CWE197,,CWE197_Numeric_Truncation_Error__int_database_to_short_61b,,,,3918,51,,
,,,,,,,,,,
3919,CWE197,CWE197_Numeric_Truncation_Error__short_console_readLine_31,CWE197_Numeric_Truncation_Error__short_console_readLine_31,bad,1,"[48, 101]",3919,48,101,
,,,,,,,,,,
3920,CWE197,CWE197_Numeric_Truncation_Error__short_File_02,CWE197_Numeric_Truncation_Error__short_File_02,bad,1,"[50, 117]",3920,50,117,
,,,,,,,,,,
3921,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_short_31,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_short_31,bad,1,"[135, 57]",3921,57,135,
,,,,,,,,,,
3922,CWE197,CWE197_Numeric_Truncation_Error__int_large_to_byte_67a,CWE197_Numeric_Truncation_Error__int_large_to_byte_67a,bad,1,[32],3922,32,,
3922,CWE197,,CWE197_Numeric_Truncation_Error__int_large_to_byte_67b,,,,3922,,28,
,,,,,,,,,,
3923,CWE197,CWE197_Numeric_Truncation_Error__int_large_to_short_52a,CWE197_Numeric_Truncation_Error__int_large_to_short_52a,bad,1,[27],3923,27,,
3923,CWE197,,CWE197_Numeric_Truncation_Error__int_large_to_short_52b,,,,3923,,,
3923,CWE197,,CWE197_Numeric_Truncation_Error__int_large_to_short_52c,,,,3923,,27,
,,,,,,,,,,
3924,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_01,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_01,bad,1,"[127, 54]",3924,54,127,
,,,,,,,,,,
3925,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_71a,CWE197_Numeric_Truncation_Error__short_listen_tcp_71a,bad,1,[54],3925,54,,
3925,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_71b,,,,3925,,28,
,,,,,,,,,,
3926,CWE197,CWE197_Numeric_Truncation_Error__short_PropertiesFile_12,CWE197_Numeric_Truncation_Error__short_PropertiesFile_12,bad,1,"[88, 44]",3926,44,88,
,,,,,,,,,,
3927,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_71a,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_71a,bad,1,[52],3927,52,,
3927,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_71b,,,,3927,,28,
,,,,,,,,,,
3928,CWE197,CWE197_Numeric_Truncation_Error__int_random_to_byte_42,CWE197_Numeric_Truncation_Error__int_random_to_byte_42,bad,1,[40],3928,28,40,
,,,,,,,,,,
3929,CWE197,CWE197_Numeric_Truncation_Error__int_Property_to_byte_72a,CWE197_Numeric_Truncation_Error__int_Property_to_byte_72a,bad,1,[33],3929,34,,
3929,CWE197,,CWE197_Numeric_Truncation_Error__int_Property_to_byte_72b,,,,3929,,29,
,,,,,,,,,,
3930,CWE197,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_short_41,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_short_41,bad,1,[55],3930,55,33,
,,,,,,,,,,
3931,CWE197,CWE197_Numeric_Truncation_Error__int_Property_to_short_81a,CWE197_Numeric_Truncation_Error__int_Property_to_short_81a,bad,1,[32],3931,33,,
3931,CWE197,,CWE197_Numeric_Truncation_Error__int_Property_to_short_81_bad,,,,3931,,27,
,,,,,,,,,,
3932,CWE197,CWE197_Numeric_Truncation_Error__int_random_to_byte_66a,CWE197_Numeric_Truncation_Error__int_random_to_byte_66a,bad,1,[29],3932,29,,
3932,CWE197,,CWE197_Numeric_Truncation_Error__int_random_to_byte_66b,,,,3932,,28,
,,,,,,,,,,
3933,CWE197,CWE197_Numeric_Truncation_Error__short_connect_tcp_67a,CWE197_Numeric_Truncation_Error__short_connect_tcp_67a,bad,1,[57],3933,57,,
3933,CWE197,,CWE197_Numeric_Truncation_Error__short_connect_tcp_67b,,,,3933,,28,
,,,,,,,,,,
3934,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_54a,CWE197_Numeric_Truncation_Error__short_listen_tcp_54a,bad,1,[54],3934,54,,
3934,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_54b,,,,3934,,,
3934,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_54c,,,,3934,,,
3934,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_54d,,,,3934,,,
3934,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_54e,,,,3934,,27,
,,,,,,,,,,
3935,CWE197,CWE197_Numeric_Truncation_Error__short_random_01,CWE197_Numeric_Truncation_Error__short_random_01,bad,1,"[33, 29]",3935,29,33,
,,,,,,,,,,
3936,CWE197,CWE197_Numeric_Truncation_Error__short_Property_61a,CWE197_Numeric_Truncation_Error__short_Property_61a,bad,1,[28],3936,,28,
3936,CWE197,,CWE197_Numeric_Truncation_Error__short_Property_61b,,,,3936,33,,
,,,,,,,,,,
3937,CWE197,CWE197_Numeric_Truncation_Error__int_large_to_short_81a,CWE197_Numeric_Truncation_Error__int_large_to_short_81a,bad,1,[27],3937,27,,
3937,CWE197,,CWE197_Numeric_Truncation_Error__int_large_to_short_81_bad,,,,3937,,27,
,,,,,,,,,,
3938,CWE197,CWE197_Numeric_Truncation_Error__short_URLConnection_21,CWE197_Numeric_Truncation_Error__short_URLConnection_21,bad,1,"[66, 42]",3938,66,42,
,,,,,,,,,,
3939,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_61a,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_61a,goodG2B,0,[28],3939,,,
3939,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_61b,,,,3939,,,120
,,,,,,,,,,
3940,CWE197,CWE197_Numeric_Truncation_Error__short_Property_12,CWE197_Numeric_Truncation_Error__short_Property_12,bad,1,"[32, 54]",3940,33,54,
,,,,,,,,,,
3941,CWE197,CWE197_Numeric_Truncation_Error__short_PropertiesFile_16,CWE197_Numeric_Truncation_Error__short_PropertiesFile_16,bad,1,"[83, 45]",3941,45,83,
,,,,,,,,,,
3942,CWE197,CWE197_Numeric_Truncation_Error__short_random_21,CWE197_Numeric_Truncation_Error__short_random_21,bad,1,"[48, 36]",3942,48,36,
,,,,,,,,,,
3943,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_75a,CWE197_Numeric_Truncation_Error__short_listen_tcp_75a,bad,1,[57],3943,57,,
3943,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_75b,,,,3943,,40,
,,,,,,,,,,
3944,CWE197,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54a,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54a,bad,1,[50],3944,50,,
3944,CWE197,,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54b,,,,3944,,,
3944,CWE197,,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54c,,,,3944,,,
3944,CWE197,,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54d,,,,3944,,,
3944,CWE197,,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_54e,,,,3944,,27,
,,,,,,,,,,
3945,CWE197,CWE197_Numeric_Truncation_Error__short_random_16,CWE197_Numeric_Truncation_Error__short_random_16,bad,1,"[37, 31]",3945,31,37,
,,,,,,,,,,
3946,CWE197,CWE197_Numeric_Truncation_Error__int_console_readLine_to_short_67a,CWE197_Numeric_Truncation_Error__int_console_readLine_to_short_67a,goodG2B,0,[50],3946,,,112
3946,CWE197,,CWE197_Numeric_Truncation_Error__int_console_readLine_to_short_67b,,,,3946,,,
,,,,,,,,,,
3947,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_short_73a,CWE197_Numeric_Truncation_Error__int_database_to_short_73a,bad,1,[52],3947,52,,
3947,CWE197,,CWE197_Numeric_Truncation_Error__int_database_to_short_73b,,,,3947,,29,
,,,,,,,,,,
3948,CWE197,CWE197_Numeric_Truncation_Error__short_database_73a,CWE197_Numeric_Truncation_Error__short_database_73a,bad,1,[52],3948,52,,
3948,CWE197,,CWE197_Numeric_Truncation_Error__short_database_73b,,,,3948,,29,
,,,,,,,,,,
3949,CWE197,CWE197_Numeric_Truncation_Error__short_connect_tcp_73a,CWE197_Numeric_Truncation_Error__short_connect_tcp_73a,bad,1,[53],3949,53,,
3949,CWE197,,CWE197_Numeric_Truncation_Error__short_connect_tcp_73b,,,,3949,,29,
,,,,,,,,,,
3950,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54a,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54a,bad,1,[32],3950,33,,
3950,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54b,,,,3950,,,
3950,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54c,,,,3950,,,
3950,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54d,,,,3950,,,
3950,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_54e,,,,3950,,27,
,,,,,,,,,,
3951,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_81a,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_81a,bad,1,[32],3951,33,,
3951,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_81_bad,,,,3951,,27,
,,,,,,,,,,
3952,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_short_01,CWE197_Numeric_Truncation_Error__int_Environment_to_short_01,bad,1,"[32, 49]",3952,33,49,
,,,,,,,,,,
3953,CWE197,CWE197_Numeric_Truncation_Error__short_Environment_17,CWE197_Numeric_Truncation_Error__short_Environment_17,bad,1,"[51, 32]",3953,33,51,
,,,,,,,,,,
3954,CWE197,CWE197_Numeric_Truncation_Error__int_File_to_byte_74a,CWE197_Numeric_Truncation_Error__int_File_to_byte_74a,bad,1,[53],3954,53,,
3954,CWE197,,CWE197_Numeric_Truncation_Error__int_File_to_byte_74b,,,,3954,,29,
,,,,,,,,,,
3955,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_72a,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_72a,bad,1,[53],3955,53,,
3955,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_short_72b,,,,3955,,29,
,,,,,,,,,,
3956,CWE197,CWE197_Numeric_Truncation_Error__int_Property_to_byte_67a,CWE197_Numeric_Truncation_Error__int_Property_to_byte_67a,goodG2B,0,[37],3956,,,65
3956,CWE197,,CWE197_Numeric_Truncation_Error__int_Property_to_byte_67b,,,,3956,,,
,,,,,,,,,,
3957,CWE197,CWE197_Numeric_Truncation_Error__short_large_61a,CWE197_Numeric_Truncation_Error__short_large_61a,bad,1,[28],3957,,28,
3957,CWE197,,CWE197_Numeric_Truncation_Error__short_large_61b,,,,3957,27,,
,,,,,,,,,,
3958,CWE197,CWE197_Numeric_Truncation_Error__short_URLConnection_67a,CWE197_Numeric_Truncation_Error__short_URLConnection_67a,bad,1,[55],3958,55,,
3958,CWE197,,CWE197_Numeric_Truncation_Error__short_URLConnection_67b,,,,3958,,28,
,,,,,,,,,,
3959,CWE197,CWE197_Numeric_Truncation_Error__short_large_66a,CWE197_Numeric_Truncation_Error__short_large_66a,bad,1,[27],3959,27,,
3959,CWE197,,CWE197_Numeric_Truncation_Error__short_large_66b,,,,3959,,28,
,,,,,,,,,,
3960,CWE197,CWE197_Numeric_Truncation_Error__short_URLConnection_41,CWE197_Numeric_Truncation_Error__short_URLConnection_41,bad,1,[59],3960,59,34,
,,,,,,,,,,
3961,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_byte_02,CWE197_Numeric_Truncation_Error__int_database_to_byte_02,bad,1,"[115, 48]",3961,48,15,
,,,,,,,,,,
3962,CWE197,CWE197_Numeric_Truncation_Error__short_large_67a,CWE197_Numeric_Truncation_Error__short_large_67a,bad,1,[32],3962,32,,
3962,CWE197,,CWE197_Numeric_Truncation_Error__short_large_67b,,,,3962,,28,
,,,,,,,,,,
3963,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_12,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_12,bad,1,"[57, 32]",3963,33,57,
,,,,,,,,,,
3964,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_67a,CWE197_Numeric_Truncation_Error__short_listen_tcp_67a,bad,1,[59],3964,59,,
3964,CWE197,,CWE197_Numeric_Truncation_Error__short_listen_tcp_67b,,,,3964,,28,
,,,,,,,,,,
3965,CWE197,CWE197_Numeric_Truncation_Error__short_connect_tcp_72a,CWE197_Numeric_Truncation_Error__short_connect_tcp_72a,goodG2B,0,[53],3965,,,130
3965,CWE197,,CWE197_Numeric_Truncation_Error__short_connect_tcp_72b,,,,3965,,,
,,,,,,,,,,
3966,CWE197,CWE197_Numeric_Truncation_Error__short_large_73a,CWE197_Numeric_Truncation_Error__short_large_73a,bad,1,[28],3966,28,,
3966,CWE197,,CWE197_Numeric_Truncation_Error__short_large_73b,,,,3966,,29,
,,,,,,,,,,
3967,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_short_67a,CWE197_Numeric_Truncation_Error__int_database_to_short_67a,goodG2B,0,[56],3967,,,130
3967,CWE197,,CWE197_Numeric_Truncation_Error__int_database_to_short_67b,,,,3967,,,
,,,,,,,,,,
3968,CWE197,CWE197_Numeric_Truncation_Error__int_large_to_byte_22a,CWE197_Numeric_Truncation_Error__int_large_to_byte_22a,bad,1,[35],3968,29,,
3968,CWE197,,CWE197_Numeric_Truncation_Error__int_large_to_byte_22b,,,,3968,,35,
,,,,,,,,,,
3969,CWE197,CWE197_Numeric_Truncation_Error__int_Property_to_byte_51a,CWE197_Numeric_Truncation_Error__int_Property_to_byte_51a,bad,1,[31],3969,32,,
3969,CWE197,,CWE197_Numeric_Truncation_Error__int_Property_to_byte_51b,,,,3969,,26,
,,,,,,,,,,
3970,CWE197,CWE197_Numeric_Truncation_Error__int_random_to_byte_72a,CWE197_Numeric_Truncation_Error__int_random_to_byte_72a,bad,1,[30],3970,30,,
3970,CWE197,,CWE197_Numeric_Truncation_Error__int_random_to_byte_72b,,,,3970,,29,
,,,,,,,,,,
3971,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_42,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_42,bad,1,[134],3971,53,134,
,,,,,,,,,,
3972,CWE197,CWE197_Numeric_Truncation_Error__short_URLConnection_66a,CWE197_Numeric_Truncation_Error__short_URLConnection_66a,bad,1,[50],3972,50,,
3972,CWE197,,CWE197_Numeric_Truncation_Error__short_URLConnection_66b,,,,3972,,28,
,,,,,,,,,,
3973,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_71a,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_71a,bad,1,[32],3973,33,,
3973,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_byte_71b,,,,3973,,28,
,,,,,,,,,,
3974,CWE197,CWE197_Numeric_Truncation_Error__int_Property_to_short_71a,CWE197_Numeric_Truncation_Error__int_Property_to_short_71a,bad,1,[32],3974,33,,
3974,CWE197,,CWE197_Numeric_Truncation_Error__int_Property_to_short_71b,,,,3974,,28,
,,,,,,,,,,
3975,CWE197,CWE197_Numeric_Truncation_Error__short_File_31,CWE197_Numeric_Truncation_Error__short_File_31,bad,1,"[120, 55]",3975,55,120,
,,,,,,,,,,
3976,CWE197,CWE197_Numeric_Truncation_Error__short_Environment_12,CWE197_Numeric_Truncation_Error__short_Environment_12,bad,1,"[32, 57]",3976,33,57,
,,,,,,,,,,
3977,CWE197,CWE197_Numeric_Truncation_Error__int_File_to_short_71a,CWE197_Numeric_Truncation_Error__int_File_to_short_71a,bad,1,[52],3977,52,,
3977,CWE197,,CWE197_Numeric_Truncation_Error__int_File_to_short_71b,,,,3977,,28,
,,,,,,,,,,
3978,CWE197,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_41,CWE197_Numeric_Truncation_Error__int_URLConnection_to_byte_41,bad,1,[59],3978,59,34,
,,,,,,,,,,
3979,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_53a,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_53a,goodG2B,0,[52],3979,,,125
3979,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_53b,,,,3979,,,
3979,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_53c,,,,3979,,,
3979,CWE197,,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_53d,,,,3979,,,
,,,,,,,,,,
3980,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_02,CWE197_Numeric_Truncation_Error__short_listen_tcp_02,bad,1,"[130, 50]",3980,50,130,
,,,,,,,,,,
3981,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_byte_41,CWE197_Numeric_Truncation_Error__int_database_to_byte_41,bad,1,[60],3981,60,33,
,,,,,,,,,,
3982,CWE197,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_12,CWE197_Numeric_Truncation_Error__int_connect_tcp_to_byte_12,bad,1,"[117, 48]",3982,48,117,
,,,,,,,,,,
3983,CWE197,CWE197_Numeric_Truncation_Error__int_Environment_to_short_51a,CWE197_Numeric_Truncation_Error__int_Environment_to_short_51a,bad,1,[31],3983,32,,
3983,CWE197,,CWE197_Numeric_Truncation_Error__int_Environment_to_short_51b,,,,3983,,26,
,,,,,,,,,,
3984,CWE197,CWE197_Numeric_Truncation_Error__short_listen_tcp_21,CWE197_Numeric_Truncation_Error__short_listen_tcp_21,bad,1,"[42, 68]",3984,68,42,
,,,,,,,,,,
3985,CWE197,CWE197_Numeric_Truncation_Error__int_database_to_byte_81a,CWE197_Numeric_Truncation_Error__int_database_to_byte_81a,bad,1,[51],3985,,27,
3985,CWE197,,CWE197_Numeric_Truncation_Error__int_database_to_byte_81_bad,,,,3985,51,,
,,,,,,,,,,
3986,CWE197,CWE197_Numeric_Truncation_Error__short_URLConnection_22a,CWE197_Numeric_Truncation_Error__short_URLConnection_22a,bad,1,[35],3986,,35,
3986,CWE197,,CWE197_Numeric_Truncation_Error__short_URLConnection_22b,,,,3986,49,,
,,,,,,,,,,
3987,CWE197,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_52a,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_52a,bad,1,[54],3987,54,,
3987,CWE197,,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_52b,,,,3987,,,
3987,CWE197,,CWE197_Numeric_Truncation_Error__int_listen_tcp_to_byte_52c,,,,3987,,27,
,,,,,,,,,,
3988,CWE197,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54a,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54a,bad,1,[46],3988,46,,
3988,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54b,,,,3988,,,
3988,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54c,,,,3988,,,
3988,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54d,,,,3988,,,
3988,CWE197,,CWE197_Numeric_Truncation_Error__int_PropertiesFile_to_byte_54e,,,,3988,,27,
,,,,,,,,,,
3989,CWE197,CWE197_Numeric_Truncation_Error__short_console_readLine_01,CWE197_Numeric_Truncation_Error__short_console_readLine_01,bad,1,"[45, 93]",3989,45,93,
,,,,,,,,,,
